"{""models"": [""openai/gpt-5.5-pro"", ""anthropic/claude-opus-4.7"", ""moonshotai/kimi-k2.6"", ""google/gemini-3.5-flash""], ""questions_csv"": ""/home/v/negation-chains/Questions/boolean_literal_false.csv"", ""reasoning"": {""max_tokens"": 65536}, ""runner"": ""helper_run_sequential_negation_probe.py"", ""system_prompt"": ""Return only the requested answer token or phrase, in lowercase, with no punctuation and no explanation."", ""targeted_counts"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 50, 51, 100, 101, 500, 501], ""timeout_seconds"": 60}"
NegationCount,ExpectedAnswer,Question,model,run_index,max_tokens,reasoning_tokens,prompt_tokens,completion_tokens,total_tokens,finish_reason,answer,matches_expected,raw_response,response_source
11,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",anthropic/claude-opus-4.7,1,,24,94,71,165,stop,true,True,true,live
11,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",moonshotai/kimi-k2.6,1,,292,68,295,363,stop,true,True, true,live
11,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",google/gemini-3.5-flash,1,,440,56,441,497,stop,true,True,true,live
12,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",openai/gpt-5.5-pro,1,,165,67,172,239,stop,false,True,false,live
12,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",anthropic/claude-opus-4.7,1,,45,95,87,182,stop,false,True,false,live
12,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",moonshotai/kimi-k2.6,1,,767,69,768,837,stop,false,True,false,live
12,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",google/gemini-3.5-flash,1,,546,57,547,604,stop,false,True,false,live
13,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",openai/gpt-5.5-pro,1,,140,68,147,215,stop,true,True,true,live
13,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",anthropic/claude-opus-4.7,1,,33,96,80,176,stop,true,True,true,live
13,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",moonshotai/kimi-k2.6,1,,406,69,434,503,stop,true,True,true,live
13,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",google/gemini-3.5-flash,1,,773,58,774,832,stop,true,True,true,live
14,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",openai/gpt-5.5-pro,1,,152,69,159,228,stop,false,True,false,live
14,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",anthropic/claude-opus-4.7,1,,19,97,48,145,stop,false,True,false,live
14,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",moonshotai/kimi-k2.6,1,,532,71,608,679,stop,false,True,false,live
14,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",google/gemini-3.5-flash,1,,895,59,896,955,stop,false,True,false,live
15,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",openai/gpt-5.5-pro,1,,189,70,196,266,stop,true,True,true,live
15,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",anthropic/claude-opus-4.7,1,,40,98,89,187,stop,true,True,true,live
15,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",moonshotai/kimi-k2.6,1,,296,72,315,387,stop,true,True, true,live
15,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",google/gemini-3.5-flash,1,,676,60,677,737,stop,true,True,true,live
16,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",openai/gpt-5.5-pro,1,,153,71,160,231,stop,false,True,false,live
16,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",anthropic/claude-opus-4.7,1,,22,99,33,132,stop,false,True,false,live
16,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",moonshotai/kimi-k2.6,1,,412,73,456,529,stop,false,True,false,live
16,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",google/gemini-3.5-flash,1,,523,61,524,585,stop,false,True,false,live
17,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",openai/gpt-5.5-pro,1,,351,72,358,430,stop,true,True,true,live
17,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",anthropic/claude-opus-4.7,1,,0,100,5,105,stop,false,False,false,live
17,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",moonshotai/kimi-k2.6,1,,709,74,828,902,stop,true,True, true,live
17,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",google/gemini-3.5-flash,1,,578,62,579,641,stop,true,True,true,live
18,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",openai/gpt-5.5-pro,1,,185,73,192,265,stop,false,True,false,live
18,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",anthropic/claude-opus-4.7,1,,45,101,56,157,stop,false,True,false,live
18,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",moonshotai/kimi-k2.6,1,,1066,75,1069,1144,stop,false,True, false,live
18,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",google/gemini-3.5-flash,1,,856,63,857,920,stop,false,True,false,live
19,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",openai/gpt-5.5-pro,1,,389,74,396,470,stop,true,True,true,live
19,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",anthropic/claude-opus-4.7,1,,54,102,51,153,stop,true,True,true,live
19,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",moonshotai/kimi-k2.6,1,,1047,75,1172,1247,stop,true,True,true,live
19,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",google/gemini-3.5-flash,1,,917,64,918,982,stop,true,True,true,live
20,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",openai/gpt-5.5-pro,1,,237,75,244,319,stop,false,True,false,live
20,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",anthropic/claude-opus-4.7,1,,38,103,37,140,stop,false,True,false,live
20,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",moonshotai/kimi-k2.6,1,,740,77,743,820,stop,false,True, false,live
20,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",google/gemini-3.5-flash,1,,749,65,750,815,stop,false,True,false,live
50,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",openai/gpt-5.5-pro,1,,842,105,849,954,stop,false,True,false,live
50,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",anthropic/claude-opus-4.7,1,,66,133,993,1126,stop,false,True,false,live
50,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",moonshotai/kimi-k2.6,1,,3761,107,4002,4109,stop,false,True, false,live
50,false,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",google/gemini-3.5-flash,1,,1849,95,1850,1945,stop,false,True,false,live
51,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",openai/gpt-5.5-pro,1,,2140,106,2147,2253,stop,true,True,true,live
51,true,"For the following boolean statement, evaluate what x is: x is not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not false. Reply with exactly one lowercase word: true or false.",anthropic/claude-opus-4.7,1,,31,134,34,168,stop,false,False,false,live
