"{""models"": [""openai/gpt-5.5-pro"", ""anthropic/claude-opus-4.7"", ""moonshotai/kimi-k2.6"", ""google/gemini-3.5-flash""], ""questions_csv"": ""/home/v/negation-chains/Questions/investigation_lock_literal.csv"", ""reasoning"": {""max_tokens"": 65536}, ""runner"": ""run_sequential_negation_probe.py"", ""system_prompt"": ""Return only the requested answer token or phrase, in lowercase, with no punctuation and no explanation."", ""targeted_counts"": [0, 1, 2, 5, 10, 20, 50, 51], ""timeout_seconds"": 30}"
NegationCount,ExpectedAnswer,Question,model,run_index,max_tokens,reasoning_tokens,prompt_tokens,completion_tokens,total_tokens,finish_reason,answer,matches_expected,raw_response,response_source
2,locked,The vault door is not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,moonshotai/kimi-k2.6,1,,131,57,118,175,stop,locked,True,locked,live
2,locked,The vault door is not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,google/gemini-3.5-flash,1,,146,45,147,192,stop,locked,True,locked,live
5,unlocked,The vault door is not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,openai/gpt-5.5-pro,1,,112,58,120,178,stop,unlocked,True,unlocked,live
5,unlocked,The vault door is not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,anthropic/claude-opus-4.7,1,,0,91,6,97,stop,locked,False,locked,live
5,unlocked,The vault door is not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,moonshotai/kimi-k2.6,1,,236,60,240,300,stop,unlocked,True, unlocked,live
5,unlocked,The vault door is not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,google/gemini-3.5-flash,1,,212,48,214,262,stop,unlocked,True,unlocked,live
10,locked,The vault door is not not not not not not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,openai/gpt-5.5-pro,1,,119,63,126,189,stop,locked,True,locked,live
10,locked,The vault door is not not not not not not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,anthropic/claude-opus-4.7,1,,0,96,6,102,stop,locked,True,locked,live
10,locked,The vault door is not not not not not not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,moonshotai/kimi-k2.6,1,,432,65,439,504,stop,locked,True,locked,live
10,locked,The vault door is not not not not not not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,google/gemini-3.5-flash,1,,305,53,306,359,stop,locked,True,locked,live
20,locked,The vault door is not not not not not not not not not not not not not not not not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,openai/gpt-5.5-pro,1,,202,73,209,282,stop,locked,True,locked,live
20,locked,The vault door is not not not not not not not not not not not not not not not not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,anthropic/claude-opus-4.7,1,,0,106,6,112,stop,locked,True,locked,live
20,locked,The vault door is not not not not not not not not not not not not not not not not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,moonshotai/kimi-k2.6,1,,220,75,226,301,stop,locked,True, locked,live
20,locked,The vault door is not not not not not not not not not not not not not not not not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,google/gemini-3.5-flash,1,,673,63,674,737,stop,locked,True,locked,live
50,locked,The vault door is not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,openai/gpt-5.5-pro,1,,741,103,748,851,stop,locked,True,locked,live
50,locked,The vault door is not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,anthropic/claude-opus-4.7,1,,0,136,6,142,stop,locked,True,locked,live
50,locked,The vault door is not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,moonshotai/kimi-k2.6,1,,2319,104,2549,2653,stop,locked,True,locked,live
50,locked,The vault door is not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,google/gemini-3.5-flash,1,,1768,93,1769,1862,stop,locked,True,locked,live
51,unlocked,The vault door is not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,openai/gpt-5.5-pro,1,,1550,104,1558,1662,stop,unlocked,True,unlocked,live
51,unlocked,The vault door is not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,anthropic/claude-opus-4.7,1,,23,137,45,182,stop,unlocked,True,unlocked,live
51,unlocked,The vault door is not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,moonshotai/kimi-k2.6,1,,4860,106,5448,5554,stop,locked,False, locked,live
51,unlocked,The vault door is not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not not locked. Is the door locked or unlocked? Reply with exactly one lowercase word: locked or unlocked.,google/gemini-3.5-flash,1,,1826,94,1828,1922,stop,unlocked,True,unlocked,live
